environment causeofdeath  time 

    1           1         159   
    1           1         189   
    1           1         191   
    1           1         198   
    1           1         200   
    1           1         207   
    1           1         220   
    1           1         235   
    1           1         245   
    1           1         250   
    1           1         256   
    1           1         261   
    1           1         265   
    1           1         266   
    1           1         280   
    1           1         343   
    1           1         356   
    1           1         383   
    1           1         403   
    1           1         414   
    1           1         428   
    1           1         432   
    1           2         317   
    1           2         318   
    1           2         399   
    1           2         495   
    1           2         525   
    1           2         536   
    1           2         549   
    1           2         552   
    1           2         554   
    1           2         557   
    1           2         558   
    1           2         571   
    1           2         586   
    1           2         594   
    1           2         596   
    1           2         605   
    1           2         612   
    1           2         621   
    1           2         628   
    1           2         631   
    1           2         636   
    1           2         643   
    1           2         647   
    1           2         648   
    1           2         649   
    1           2         661   
    1           2         663   
    1           2         666   
    1           2         670   
    1           2         695   
    1           2         697   
    1           2         700   
    1           2         705   
    1           2         712   
    1           2         713   
    1           2         738   
    1           2         748   
    1           2         753   
    1           3          40   
    1           3          42   
    1           3          51   
    1           3          62   
    1           3         163   
    1           3         179   
    1           3         206   
    1           3         222   
    1           3         228   
    1           3         252   
    1           3         249   
    1           3         282   
    1           3         324   
    1           3         333   
    1           3         341   
    1           3         366   
    1           3         385   
    1           3         407   
    1           3         420   
    1           3         431   
    1           3         441   
    1           3         461   
    1           3         462   
    1           3         482   
    1           3         517   
    1           3         517   
    1           3         524   
    1           3         564   
    1           3         567   
    1           3         586   
    1           3         619   
    1           3         620   
    1           3         621   
    1           3         622   
    1           3         647   
    1           3         651   
    1           3         686   
    1           3         761   
    1           3         763   
    2           1         158   
    2           1         192   
    2           1         193   
    2           1         194   
    2           1         195   
    2           1         202   
    2           1         212   
    2           1         215   
    2           1         229   
    2           1         230   
    2           1         237   
    2           1         240   
    2           1         244   
    2           1         247   
    2           1         259   
    2           1         300   
    2           1         301   
    2           1         321   
    2           1         337   
    2           1         415   
    2           1         434   
    2           1         444   
    2           1         485   
    2           1         496   
    2           1         529   
    2           1         537   
    2           1         624   
    2           1         707   
    2           1         800   
    2           2         430   
    2           2         590   
    2           2         606   
    2           2         638   
    2           2         655   
    2           2         679   
    2           2         691   
    2           2         693   
    2           2         696   
    2           2         747   
    2           2         752   
    2           2         760   
    2           2         778   
    2           2         821   
    2           2         986   
    2           3         136   
    2           3         246   
    2           3         255   
    2           3         376   
    2           3         421   
    2           3         565   
    2           3         616   
    2           3         617   
    2           3         652   
    2           3         655   
    2           3         658   
    2           3         660   
    2           3         662   
    2           3         675   
    2           3         681   
    2           3         734   
    2           3         736   
    2           3         737   
    2           3         757   
    2           3         769   
    2           3         777   
    2           3         800   
    2           3         807   
    2           3         825   
    2           3         855   
    2           3         857   
    2           3         864   
    2           3         868   
    2           3         870   
    2           3         870   
    2           3         873   
    2           3         882   
    2           3         895   
    2           3         910   
    2           3         934   
    2           3         942   
    2           3        1015   
    2           3        1019   
