rat treatment time status
  
1    1   122    1
2    1   122    0
3    1   3      1
3    1   8      1
3    1   122    0
4    1   92     1
4    1   122    0
5    1   70     1
5    1   74     1
5    1   85     1
5    1   92     1
5    1   122    0
6    1   38     1
6    1   92     1
6    1   122    1
7    1   28     1
7    1   35     1
7    1   45     1
7    1   70     1
7    1   77     1
7    1   107    1
7    1   122    0
8    1   92     1
8    1   122    0
9    1   21     1
9    1   122    0
10   1   11     1
10   1   24     1
10   1   66     1
10   1   74     1
10   1   92     1
10   1   122    0
11   1   56     1
11   1   70     1
11   1   122    0
12   1   31     1
12   1   122    0
13   1   3      1
13   1   8      1
13   1   24     1
13   1   35     1
13   1   92     1
13   1   122    0
14   1   45     1
14   1   92     1
14   1   122    0
15   1   3      1
15   1   42     1
15   1   92     1
15   1   122    0
16   1   3      1
16   1   17     1
16   1   52     1
16   1   80     1
16   1   122    0
17   1   17     1
17   1   59     1
17   1   92     1
17   1   101    1
17   1   107    1
17   1   122    0
18   1   45     1
18   1   52     1
18   1   85     1
18   1   101    1
18   1   122    1
19   1   92     1
19   1   122    0
20   1   21     1
20   1   35     1
20   1   122    0
21   1   24     1
21   1   31     1
21   1   42     1
21   1   48     1
21   1   70     1
21   1   74     1
21   1   122    0
22   1   122    0
23   1   31     1
23   1   122    0
24   0   3      1
24   0   42     1
24   0   59     1
24   0   101    1
24   0   101.1  1
24   0   112    1
24   0   119    1
24   0   122    0
25   0   28     1
25   0   31     1
25   0   35     1
25   0   45     1
25   0   52     1
25   0   59     1
25   0   59.1   1
25   0   77     1
25   0   85     1
25   0   107    1
25   0   112    1
25   0   122    0
26   0   31     1
26   0   38     1
26   0   48     1
26   0   52     1
26   0   74     1
26   0   77     1
26   0   101    1
26   0   101.1  1
26   0   119    1
26   0   122    0
27   0   11     1
27   0   114    1
27   0   122    0
28   0   35     1
28   0   45     1
28   0   74     1
28   0   74.1   1
28   0   77     1
28   0   80     1
28   0   85     1
28   0   90     1
28   0   90.1   1
28   0   122    0
29   0   8      1
29   0   8.1    1
29   0   70     1
29   0   77     1
29   0   122    0
30   0   17     1
30   0   35     1
30   0   52     1
30   0   77     1
30   0   101    1
30   0   114    1
30   0   122    0
31   0   21     1
31   0   24     1
31   0   66     1
31   0   74     1
31   0   101    1
31   0   101.1  1
31   0   114    1
31   0   122    0
32   0   8      1
32   0   17     1
32   0   38     1
32   0   42     1
32   0   42.1   1
32   0   42.2   1
32   0   122    0
33   0   52     1
33   0   122    0
34   0   28     1
34   0   28.1   1
34   0   31     1
34   0   38     1
34   0   52     1
34   0   74     1
34   0   74.1   1
34   0   77     1
34   0   77.1   1
34   0   80     1
34   0   80.1   1
34   0   92     1
34   0   92.1   1
34   0   122    0
35   0   17     1
35   0   119    1
35   0   122    0
36   0   52     1
36   0   122    0
37   0   11     1
37   0   11.1   1
37   0   14     1
37   0   17     1
37   0   52     1
37   0   56     1
37   0   56.1   1
37   0   80     1
37   0   80.1   1
37   0   107    1
37   0   122    0
38   0   17     1
38   0   35     1
38   0   66     1
38   0   90     1
38   0   122    0
39   0   28     1
39   0   66     1
39   0   70     1
39   0   70.1   1
39   0   74     1
39   0   122    0
40   0   3      1
40   0   14     1
40   0   24     1
40   0   24.1   1
40   0   28     1
40   0   31     1
40   0   35     1
40   0   48     1
40   0   74     1
40   0   77     1
40   0   119    1
40   0   122    0
41   0   21     1
41   0   28     1
41   0   45     1
41   0   56     1
41   0   63     1
41   0   80     1
41   0   85     1
41   0   92     1
41   0   101    1
41   0   101.1  1
41   0   119    1
41   0   122    0
42   0   28     1
42   0   35     1
42   0   52     1
42   0   59     1
42   0   66     1
42   0   66.1   1
42   0   90     1
42   0   97     1
42   0   119    1
42   0   122    0
43   0   8      1
43   0   8.1    1
43   0   24     1
43   0   42     1
43   0   45     1
43   0   59     1
43   0   63     1
43   0   63.1   1
43   0   77     1
43   0   101    1
43   0   119    1
43   0   122    1
44   0   80     1
44   0   122    0
45   0   92     1
45   0   122    1
45   0   122.1  1
46   0   21     1
46   0   122    0
47   0   3      1
47   0   28     1
47   0   74     1
47   0   122    0
48   0   24     1
48   0   74     1
48   0   122    1
       
       
       
